,record_id,Fleiss_kappa
0,07cd3641-37d2-4d77-adc6-3145d6a1ed7b,0.5507389162561573
1,43fe6397-5991-4649-93f7-b2799ca6bdc5,0.488215488215489
2,c9da76da-8852-4f87-b6f7-46fbc71c97f5,1.0
3,bb34cb0a-bb6f-43ff-8602-e9a4e7f9aafe,0.7686453576864543
4,083648b7-309e-494b-a65c-f23938a5529e,0.650574712643677
5,44ed974d-1e31-4858-90d1-02ef847715a9,0.5601851851851846
6,a58284f0-43dc-4a16-b65d-0cf5a5f09e9e,0.4216133942161319
7,6af39e05-6ffe-44be-bd00-6cea7df72725,0.705996131528046
8,8f8b86db-8ace-4668-8794-357389deecea,0.7931972789115644
9,0795597b-ab78-4837-8bab-46e8e2de4b04,0.7931972789115644
10,f66a55a0-bf2e-4248-b9fa-33ff33b5ef68,0.7931972789115644
11,02cb1d7d-139d-441f-a721-6ca87e9b5444,0.7931972789115644
12,fe310d80-15e4-44ca-9b5a-89ccef2719e1,1.0
13,d23ee2fb-529d-4641-967f-db9c1289ca9f,0.37959183673469515
14,eb73e651-e21c-41a0-a662-dc8eba3a2e0e,0.14414414414413887
15,4b4fe7a5-f641-4ae8-9527-0728fbfcaed0,0.3510673234811169
16,5d1b7600-a5ef-43a0-9eb5-6f708a59deb4,0.4216133942161319
17,ac051fc5-9af8-4107-88a3-c96ed02d4490,0.44465935955297653
18,45108a22-9004-4f3b-9383-cc0fa8fe919d,0.37959183673469515
19,6e5fc824-3699-4661-8e75-4cecf6c026ce,0.15139573070607515
20,dd64ffd8-98da-413b-a7fd-1eaa95913933,1.0
21,0211292b-fcce-4414-bafa-9f01bf0c6e20,0.6599552572706919
22,88c1e809-282f-4838-bf49-63503dbc2d1c,1.0
23,d0f14a0f-3982-402b-813c-f3a688dc65e7,1.0
24,8c534351-67e1-453d-aff7-37e9f1c404f8,1.0
25,f1c5c27c-f6d7-4486-adcf-c6baf22adcd4,0.7931972789115644
26,66e2356f-1d95-473e-8be4-eecbcd5bd451,0.7931972789115644
27,1beef434-897a-4bc1-8cba-8f1f50e5fa28,0.4864864864864855
28,e0d9d114-2237-4d8b-895e-49c0b1a4bec7,1.0
29,1297dcd2-16a6-4815-ad9d-83469d4e1bdf,1.0
30,11408991-c39d-4c93-9f0b-5244a206409a,1.0
31,ebe6ee74-1e96-47e5-a757-1df779a641a2,1.0
32,f0c38bd5-bb22-47b3-bd83-8af1ed8cc3e1,1.0
33,bbd4ce94-a48c-4d70-b4a1-0296a861f619,1.0
34,f23b18ea-27d9-41fa-bea2-c02b0f6b5578,1.0
35,b1183403-e0cc-4d27-bb19-54c8947cea2f,1.0
36,79c981d9-dc9e-4882-8b79-f21b80019990,0.5174603174603171
37,a859d5ee-d97b-4e12-a064-c39815998323,0.5174603174603171
38,d0a242c0-15b5-4189-bcbb-f3cd87992eaf,0.2065622669649479
39,bae24592-2f23-4e83-9564-018da6d9bd71,0.5174603174603171
40,fc6dc6c8-de94-462f-9f21-2a550a1713cc,0.5174603174603171
41,e255f88f-cf39-4863-a505-3926b5ba2bb2,1.0
42,d97c1983-ee88-4375-8765-13247135001f,0.7931972789115644
43,2edf1f36-b105-4284-8a21-e96237c4caf4,1.0
44,b05f178c-2772-4aee-978f-762c68acdf85,1.0
45,90e980a3-4aae-44a9-84a0-379d75d66cc9,0.3153153153153154
46,802fd6b0-279c-4e6c-885e-638db66d4362,0.25123152709359603
47,90f0447f-609c-44ac-b7dc-50349766ca04,0.29629629629629634
48,3ac1174a-9d39-45b2-8193-c39ee657aa70,0.20656226696495075
49,bf9fb1a7-43d6-460b-b6c3-0822ba4e8943,0.30593607305935977
50,1f556c09-bd5a-4a32-a01c-23ff5bb800d7,0.20833333333333434
51,2a3f3524-3500-4188-8878-b6c8af5a5b0b,0.4864864864864855
52,a9eab614-fe20-4163-b6df-bd6c9e87a985,0.3153153153153154
53,37980460-74e1-4ba8-9b6c-ef9c30067c57,0.45090311986863774
54,50fed845-7a2d-4fde-8f03-37abd25eacce,0.19025875190258906
55,b2a53cd0-594d-4f48-85ad-46738c2aa099,0.5507389162561573
56,b9749c8c-e619-4ec8-95e9-4893ee2a5efe,0.5601851851851868
57,9c474351-b147-457c-93db-e09d32f0f550,0.5507389162561573
58,0abe0ba6-239f-4ddc-98ea-325c76d2f638,0.2520072520072532
59,deadbf7e-e553-40d5-9108-2f208fa6db49,0.5507389162561573
60,6e5f3a4a-0be1-45a3-986f-82595763a770,0.47222222222222254
61,bfe8dbd5-6500-4c55-b7e4-f2f762bc1f3b,-0.027027027027031185
62,d91ae570-9ce6-4938-8cb0-8e14aedba39f,0.12037037037037349
63,3abdfb6d-7a28-4143-8f49-3e74b88fccc3,0.25123152709359603
64,3ea7741c-efb9-4acc-88b7-81e6128d6ef6,0.05155993431855303
65,40d6ddbc-b70f-41a3-ac29-c9ba58715fd8,0.29629629629629856
66,c7e8613a-8b94-4a72-a74b-777df73bfc7d,0.2520072520072512
67,a5c13c29-c39c-4e12-9365-59294015157b,0.4864864864864855
68,9e0e7971-3cc0-41e2-adca-7913b527f5f7,0.25123152709359603
69,2d8986b6-cb78-472d-95f3-c44e0c027fd9,1.0
70,5d973c9c-b568-4bb0-99e8-ce30681d241d,1.0
71,8c0336c5-7784-46ca-a51d-a5a070a10883,0.7931972789115644
72,b2969a56-0493-42df-82f8-74e955208c37,1.0
